method;uri;name;controller;action;middleware;domaine;type;statut
POST;/tools/record-statuses;tools.record-statuses.store;RecordStatusController;store;"web Authenticate";D02;crud;à-porter
GET;/tools/record-statuses/create;tools.record-statuses.create;RecordStatusController;create;"web Authenticate";D02;vue;abandonné
GET;/tools/record-statuses/{record_status};tools.record-statuses.show;RecordStatusController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/tools/record-statuses/{record_status};tools.record-statuses.update;RecordStatusController;update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/record-statuses/{record_status};tools.record-statuses.destroy;RecordStatusController;destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/record-statuses/{record_status}/edit;tools.record-statuses.edit;RecordStatusController;edit;"web Authenticate";D02;vue;abandonné
GET;/settings/record-supports;record-supports.index;RecordSupportController;index;"web Authenticate";D02;crud;à-porter
POST;/settings/record-supports;record-supports.store;RecordSupportController;store;"web Authenticate";D02;crud;à-porter
GET;/settings/record-supports/create;record-supports.create;RecordSupportController;create;"web Authenticate";D02;vue;abandonné
GET;/settings/record-supports/{record_support};record-supports.show;RecordSupportController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/settings/record-supports/{record_support};record-supports.update;RecordSupportController;update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/record-supports/{record_support};record-supports.destroy;RecordSupportController;destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/record-supports/{record_support}/edit;record-supports.edit;RecordSupportController;edit;"web Authenticate";D02;vue;abandonné
GET;/tools/record-supports;tools.record-supports.index;RecordSupportController;index;"web Authenticate";D02;crud;à-porter
POST;/tools/record-supports;tools.record-supports.store;RecordSupportController;store;"web Authenticate";D02;crud;à-porter
GET;/tools/record-supports/create;tools.record-supports.create;RecordSupportController;create;"web Authenticate";D02;vue;abandonné
GET;/tools/record-supports/{record_support};tools.record-supports.show;RecordSupportController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/tools/record-supports/{record_support};tools.record-supports.update;RecordSupportController;update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/record-supports/{record_support};tools.record-supports.destroy;RecordSupportController;destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/record-supports/{record_support}/edit;tools.record-supports.edit;RecordSupportController;edit;"web Authenticate";D02;vue;abandonné
GET;/settings/document-types/{documentType}/metadata-profiles;settings.document-types.metadata-profiles.index;"Settings\DocumentTypeMetadataProfileController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/document-types/{documentType}/metadata-profiles;settings.document-types.metadata-profiles.store;"Settings\DocumentTypeMetadataProfileController";store;"web Authenticate";D02;crud;à-porter
PUT;/settings/document-types/{documentType}/metadata-profiles/bulk;settings.document-types.metadata-profiles.bulk-update;"Settings\DocumentTypeMetadataProfileController";bulkUpdate;"web Authenticate";D02;action;à-porter
PUT;/settings/document-types/{documentType}/metadata-profiles/{profile};settings.document-types.metadata-profiles.update;"Settings\DocumentTypeMetadataProfileController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/document-types/{documentType}/metadata-profiles/{profile};settings.document-types.metadata-profiles.destroy;"Settings\DocumentTypeMetadataProfileController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/folder-types/{folderType}/metadata-profiles;settings.folder-types.metadata-profiles.index;"Settings\FolderTypeMetadataProfileController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/folder-types/{folderType}/metadata-profiles;settings.folder-types.metadata-profiles.store;"Settings\FolderTypeMetadataProfileController";store;"web Authenticate";D02;crud;à-porter
PUT;/settings/folder-types/{folderType}/metadata-profiles/bulk;settings.folder-types.metadata-profiles.bulk-update;"Settings\FolderTypeMetadataProfileController";bulkUpdate;"web Authenticate";D02;action;à-porter
PUT;/settings/folder-types/{folderType}/metadata-profiles/{profile};settings.folder-types.metadata-profiles.update;"Settings\FolderTypeMetadataProfileController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/folder-types/{folderType}/metadata-profiles/{profile};settings.folder-types.metadata-profiles.destroy;"Settings\FolderTypeMetadataProfileController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/metadata-definitions;settings.metadata-definitions.index;"Settings\MetadataDefinitionController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/metadata-definitions;settings.metadata-definitions.store;"Settings\MetadataDefinitionController";store;"web Authenticate";D02;crud;à-porter
GET;/settings/metadata-definitions/create;settings.metadata-definitions.create;"Settings\MetadataDefinitionController";create;"web Authenticate";D02;vue;abandonné
GET;/settings/metadata-definitions/{metadata_definition};settings.metadata-definitions.show;"Settings\MetadataDefinitionController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/settings/metadata-definitions/{metadata_definition};settings.metadata-definitions.update;"Settings\MetadataDefinitionController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/metadata-definitions/{metadata_definition};settings.metadata-definitions.destroy;"Settings\MetadataDefinitionController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/metadata-definitions/{metadata_definition}/edit;settings.metadata-definitions.edit;"Settings\MetadataDefinitionController";edit;"web Authenticate";D02;vue;abandonné
GET;/tools/metadata-definitions;tools.metadata-definitions.index;"Settings\MetadataDefinitionController";index;"web Authenticate";D02;crud;à-porter
POST;/tools/metadata-definitions;tools.metadata-definitions.store;"Settings\MetadataDefinitionController";store;"web Authenticate";D02;crud;à-porter
GET;/tools/metadata-definitions/create;tools.metadata-definitions.create;"Settings\MetadataDefinitionController";create;"web Authenticate";D02;vue;abandonné
GET;/tools/metadata-definitions/{metadata_definition};tools.metadata-definitions.show;"Settings\MetadataDefinitionController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/tools/metadata-definitions/{metadata_definition};tools.metadata-definitions.update;"Settings\MetadataDefinitionController";update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/metadata-definitions/{metadata_definition};tools.metadata-definitions.destroy;"Settings\MetadataDefinitionController";destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/metadata-definitions/{metadata_definition}/edit;tools.metadata-definitions.edit;"Settings\MetadataDefinitionController";edit;"web Authenticate";D02;vue;abandonné
GET;/settings/document-types;settings.document-types.index;"Settings\RecordDigitalDocumentTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/document-types;settings.document-types.store;"Settings\RecordDigitalDocumentTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/settings/document-types/create;settings.document-types.create;"Settings\RecordDigitalDocumentTypeController";create;"web Authenticate";D02;vue;abandonné
POST;/settings/document-types/order/update;settings.document-types.update-order;"Settings\RecordDigitalDocumentTypeController";updateOrder;"web Authenticate";D02;action;à-porter
GET;/settings/document-types/{document_type};settings.document-types.show;"Settings\RecordDigitalDocumentTypeController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/settings/document-types/{document_type};settings.document-types.update;"Settings\RecordDigitalDocumentTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/document-types/{document_type};settings.document-types.destroy;"Settings\RecordDigitalDocumentTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/document-types/{document_type}/edit;settings.document-types.edit;"Settings\RecordDigitalDocumentTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/tools/document-types;tools.document-types.index;"Settings\RecordDigitalDocumentTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/tools/document-types;tools.document-types.store;"Settings\RecordDigitalDocumentTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/tools/document-types/create;tools.document-types.create;"Settings\RecordDigitalDocumentTypeController";create;"web Authenticate";D02;vue;abandonné
POST;/tools/document-types/order/update;tools.document-types.update-order;"Settings\RecordDigitalDocumentTypeController";updateOrder;"web Authenticate";D02;action;à-porter
GET;/tools/document-types/{document_type};tools.document-types.show;"Settings\RecordDigitalDocumentTypeController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/tools/document-types/{document_type};tools.document-types.update;"Settings\RecordDigitalDocumentTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/document-types/{document_type};tools.document-types.destroy;"Settings\RecordDigitalDocumentTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/document-types/{document_type}/edit;tools.document-types.edit;"Settings\RecordDigitalDocumentTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/settings/folder-types;settings.folder-types.index;"Settings\RecordDigitalFolderTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/folder-types;settings.folder-types.store;"Settings\RecordDigitalFolderTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/settings/folder-types/create;settings.folder-types.create;"Settings\RecordDigitalFolderTypeController";create;"web Authenticate";D02;vue;abandonné
POST;/settings/folder-types/order/update;settings.folder-types.update-order;"Settings\RecordDigitalFolderTypeController";updateOrder;"web Authenticate";D02;action;à-porter
GET;/settings/folder-types/{folder_type};settings.folder-types.show;"Settings\RecordDigitalFolderTypeController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/settings/folder-types/{folder_type};settings.folder-types.update;"Settings\RecordDigitalFolderTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/folder-types/{folder_type};settings.folder-types.destroy;"Settings\RecordDigitalFolderTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/folder-types/{folder_type}/edit;settings.folder-types.edit;"Settings\RecordDigitalFolderTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/tools/folder-types;tools.folder-types.index;"Settings\RecordDigitalFolderTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/tools/folder-types;tools.folder-types.store;"Settings\RecordDigitalFolderTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/tools/folder-types/create;tools.folder-types.create;"Settings\RecordDigitalFolderTypeController";create;"web Authenticate";D02;vue;abandonné
POST;/tools/folder-types/order/update;tools.folder-types.update-order;"Settings\RecordDigitalFolderTypeController";updateOrder;"web Authenticate";D02;action;à-porter
GET;/tools/folder-types/{folder_type};tools.folder-types.show;"Settings\RecordDigitalFolderTypeController";show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/tools/folder-types/{folder_type};tools.folder-types.update;"Settings\RecordDigitalFolderTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/folder-types/{folder_type};tools.folder-types.destroy;"Settings\RecordDigitalFolderTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/folder-types/{folder_type}/edit;tools.folder-types.edit;"Settings\RecordDigitalFolderTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/settings/record-types;settings.record-types.index;"Settings\RecordTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/settings/record-types;settings.record-types.store;"Settings\RecordTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/settings/record-types/create;settings.record-types.create;"Settings\RecordTypeController";create;"web Authenticate";D02;vue;abandonné
PUT|PATCH;/settings/record-types/{record_type};settings.record-types.update;"Settings\RecordTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/record-types/{record_type};settings.record-types.destroy;"Settings\RecordTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/record-types/{record_type}/edit;settings.record-types.edit;"Settings\RecordTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/tools/record-types;tools.record-types.index;"Settings\RecordTypeController";index;"web Authenticate";D02;crud;à-porter
POST;/tools/record-types;tools.record-types.store;"Settings\RecordTypeController";store;"web Authenticate";D02;crud;à-porter
GET;/tools/record-types/create;tools.record-types.create;"Settings\RecordTypeController";create;"web Authenticate";D02;vue;abandonné
PUT|PATCH;/tools/record-types/{record_type};tools.record-types.update;"Settings\RecordTypeController";update;"web Authenticate";D02;crud;à-porter
DELETE;/tools/record-types/{record_type};tools.record-types.destroy;"Settings\RecordTypeController";destroy;"web Authenticate";D02;crud;à-porter
GET;/tools/record-types/{record_type}/edit;tools.record-types.edit;"Settings\RecordTypeController";edit;"web Authenticate";D02;vue;abandonné
GET;/deposits;;BuildingController;index;"web Authenticate";D03;crud;à-porter
GET;/deposits/buildings;buildings.index;BuildingController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/buildings;buildings.store;BuildingController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/buildings/create;buildings.create;BuildingController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/buildings/{building};buildings.show;BuildingController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/buildings/{building};buildings.update;BuildingController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/buildings/{building};buildings.destroy;BuildingController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/buildings/{building}/edit;buildings.edit;BuildingController;edit;"web Authenticate";D03;vue;abandonné
GET;/deposits/trolleys;trolleys.index;BuildingController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/trolleys;trolleys.store;BuildingController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/trolleys/create;trolleys.create;BuildingController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/trolleys/{trolley};trolleys.show;BuildingController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/trolleys/{trolley};trolleys.update;BuildingController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/trolleys/{trolley};trolleys.destroy;BuildingController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/trolleys/{trolley}/edit;trolleys.edit;BuildingController;edit;"web Authenticate";D03;vue;abandonné
GET;/deposits/containers;containers.index;ContainerController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/containers;containers.store;ContainerController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/containers/create;containers.create;ContainerController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/containers/{container};containers.show;ContainerController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/containers/{container};containers.update;ContainerController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/containers/{container};containers.destroy;ContainerController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/containers/{container}/edit;containers.edit;ContainerController;edit;"web Authenticate";D03;vue;abandonné
GET;/settings/container-property;container-property.index;ContainerPropertyController;index;"web Authenticate";D03;crud;à-porter
POST;/settings/container-property;container-property.store;ContainerPropertyController;store;"web Authenticate";D03;crud;à-porter
GET;/settings/container-property/create;container-property.create;ContainerPropertyController;create;"web Authenticate";D03;vue;abandonné
GET;/settings/container-property/{container_property};container-property.show;ContainerPropertyController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/settings/container-property/{container_property};container-property.update;ContainerPropertyController;update;"web Authenticate";D03;crud;à-porter
DELETE;/settings/container-property/{container_property};container-property.destroy;ContainerPropertyController;destroy;"web Authenticate";D03;crud;à-porter
GET;/settings/container-property/{container_property}/edit;container-property.edit;ContainerPropertyController;edit;"web Authenticate";D03;vue;abandonné
GET;/settings/container-status;container-status.index;ContainerStatusController;index;"web Authenticate";D03;crud;à-porter
POST;/settings/container-status;container-status.store;ContainerStatusController;store;"web Authenticate";D03;crud;à-porter
GET;/settings/container-status/create;container-status.create;ContainerStatusController;create;"web Authenticate";D03;vue;abandonné
GET;/settings/container-status/{container_status};container-status.show;ContainerStatusController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/settings/container-status/{container_status};container-status.update;ContainerStatusController;update;"web Authenticate";D03;crud;à-porter
DELETE;/settings/container-status/{container_status};container-status.destroy;ContainerStatusController;destroy;"web Authenticate";D03;crud;à-porter
GET;/settings/container-status/{container_status}/edit;container-status.edit;ContainerStatusController;edit;"web Authenticate";D03;vue;abandonné
GET;/tools/access;access.index;ContainerStatusController;index;"web Authenticate";D03;crud;à-porter
POST;/tools/access;access.store;ContainerStatusController;store;"web Authenticate";D03;crud;à-porter
GET;/tools/access/create;access.create;ContainerStatusController;create;"web Authenticate";D03;vue;abandonné
GET;/tools/access/{access};access.show;ContainerStatusController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/tools/access/{access};access.update;ContainerStatusController;update;"web Authenticate";D03;crud;à-porter
DELETE;/tools/access/{access};access.destroy;ContainerStatusController;destroy;"web Authenticate";D03;crud;à-porter
GET;/tools/access/{access}/edit;access.edit;ContainerStatusController;edit;"web Authenticate";D03;vue;abandonné
GET;/deposits/buildings/{building}/floors;floors.index;FloorController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/buildings/{building}/floors;floors.store;FloorController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/buildings/{building}/floors/create;floors.create;FloorController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/buildings/{building}/floors/{floor};floors.show;FloorController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/buildings/{building}/floors/{floor};floors.update;FloorController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/buildings/{building}/floors/{floor};floors.destroy;FloorController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/buildings/{building}/floors/{floor}/edit;floors.edit;FloorController;edit;"web Authenticate";D03;vue;abandonné
GET;/deposits/rooms;rooms.index;RoomController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/rooms;rooms.store;RoomController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/rooms/create;rooms.create;RoomController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/rooms/{room};rooms.show;RoomController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/rooms/{room};rooms.update;RoomController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/rooms/{room};rooms.destroy;RoomController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/rooms/{room}/edit;rooms.edit;RoomController;edit;"web Authenticate";D03;vue;abandonné
GET;/deposits/shelves;shelves.index;ShelfController;index;"web Authenticate";D03;crud;à-porter
POST;/deposits/shelves;shelves.store;ShelfController;store;"web Authenticate";D03;crud;à-porter
GET;/deposits/shelves/create;shelves.create;ShelfController;create;"web Authenticate";D03;vue;abandonné
GET;/deposits/shelves/{shelf};shelves.show;ShelfController;show;"web Authenticate";D03;crud;à-porter
PUT|PATCH;/deposits/shelves/{shelf};shelves.update;ShelfController;update;"web Authenticate";D03;crud;à-porter
DELETE;/deposits/shelves/{shelf};shelves.destroy;ShelfController;destroy;"web Authenticate";D03;crud;à-porter
GET;/deposits/shelves/{shelf}/edit;shelves.edit;ShelfController;edit;"web Authenticate";D03;vue;abandonné
GET;/api/containers/search;api.containers.search;"Api\ContainerSearchController";search;"api web Authenticate RateLimitMiddleware:ai,30,60";D04;action;à-porter
GET;/transferrings/containers;slips.containers.index;SlipContainerController;index;"web Authenticate";D04;crud;à-porter
POST;/transferrings/containers;slips.containers.store;SlipContainerController;store;"web Authenticate";D04;crud;à-porter
GET;/transferrings/containers/create;slips.containers.create;SlipContainerController;create;"web Authenticate";D04;vue;abandonné
GET;/transferrings/containers/{container};slips.containers.show;SlipContainerController;show;"web Authenticate";D04;crud;à-porter
PUT|PATCH;/transferrings/containers/{container};slips.containers.update;SlipContainerController;update;"web Authenticate";D04;crud;à-porter
DELETE;/transferrings/containers/{container};slips.containers.destroy;SlipContainerController;destroy;"web Authenticate";D04;crud;à-porter
GET;/transferrings/containers/{container}/edit;slips.containers.edit;SlipContainerController;edit;"web Authenticate";D04;vue;abandonné
POST;/repositories/slips/store;slips.storetransfert;SlipController;storetransfert;"web Authenticate";D04;action;à-porter
GET;/transferrings;;SlipController;index;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips;slips.index;SlipController;index;"web Authenticate";D04;crud;à-porter
POST;/transferrings/slips;slips.store;SlipController;store;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/approve;slips.approve;SlipController;approve;"web Authenticate";D04;action;à-porter
GET;/transferrings/slips/create;slips.create;SlipController;create;"web Authenticate";D04;vue;abandonné
GET;/transferrings/slips/export;slips.export.form;SlipController;exportForm;"web Authenticate";D04;export;à-porter
POST;/transferrings/slips/export;slips.export;SlipController;export;"web Authenticate";D04;export;à-porter
GET;/transferrings/slips/import;slips.import.form;SlipController;importForm;"web Authenticate";D04;upload;à-porter
POST;/transferrings/slips/import/{format};slips.import;SlipController;import;"web Authenticate";D04;upload;à-porter
GET;/transferrings/slips/integrate;slips.integrate;SlipController;integrate;"web Authenticate";D04;action;à-porter
GET;/transferrings/slips/reception;slips.reception;SlipController;reception;"web Authenticate";D04;action;à-porter
GET;/transferrings/slips/{slip};slips.show;SlipController;show;"web Authenticate";D04;crud;à-porter
PUT|PATCH;/transferrings/slips/{slip};slips.update;SlipController;update;"web Authenticate";D04;crud;à-porter
DELETE;/transferrings/slips/{slip};slips.destroy;SlipController;destroy;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/{slip}/edit;slips.edit;SlipController;edit;"web Authenticate";D04;vue;abandonné
GET;/transferrings/slips/{slip}/print;slips.print;SlipController;print;"web Authenticate";D04;export;à-porter
POST;/transferrings/slipRecordAttachment/show;slip-record-show;SlipRecordAttachmentController;show;"web Authenticate";D04;crud;à-porter
POST;/transferrings/slipRecordAttachment/upload;slip-record-upload;SlipRecordAttachmentController;upload;"web Authenticate";D04;upload;à-porter
DELETE;/transferrings/slips/{slip}/records/{record}/attachments/{id};slipRecordAttachment.delete;SlipRecordAttachmentController;delete;"web Authenticate";D04;action;à-porter
GET;/transferrings/slips/{slip}/records/{record}/containers;slips.records.containers.index;SlipRecordContainerController;index;"web Authenticate";D04;crud;à-porter
POST;/transferrings/slips/{slip}/records/{record}/containers;slips.records.containers.store;SlipRecordContainerController;store;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/{slip}/records/{record}/containers/create;slips.records.containers.create;SlipRecordContainerController;create;"web Authenticate";D04;vue;abandonné
GET;/transferrings/slips/{slip}/records/{record}/containers/{container};slips.records.containers.show;SlipRecordContainerController;show;"web Authenticate";D04;crud;à-porter
PUT|PATCH;/transferrings/slips/{slip}/records/{record}/containers/{container};slips.records.containers.update;SlipRecordContainerController;update;"web Authenticate";D04;crud;à-porter
DELETE;/transferrings/slips/{slip}/records/{record}/containers/{container};slips.records.containers.destroy;SlipRecordContainerController;destroy;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/{slip}/records/{record}/containers/{container}/edit;slips.records.containers.edit;SlipRecordContainerController;edit;"web Authenticate";D04;vue;abandonné
GET;/transferrings/slips/{slip}/records;slips.records.index;SlipRecordController;index;"web Authenticate";D04;crud;à-porter
POST;/transferrings/slips/{slip}/records;slips.records.store;SlipRecordController;store;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/{slip}/records/create;slips.records.create;SlipRecordController;create;"web Authenticate";D04;vue;abandonné
GET;/transferrings/slips/{slip}/records/{record};slips.records.show;SlipRecordController;show;"web Authenticate";D04;crud;à-porter
PUT|PATCH;/transferrings/slips/{slip}/records/{record};slips.records.update;SlipRecordController;update;"web Authenticate";D04;crud;à-porter
DELETE;/transferrings/slips/{slip}/records/{record};slips.records.destroy;SlipRecordController;destroy;"web Authenticate";D04;crud;à-porter
GET;/transferrings/slips/{slip}/records/{record}/edit;slips.records.edit;SlipRecordController;edit;"web Authenticate";D04;vue;abandonné
GET;/settings/transferring-status;transferring-status.index;SlipStatusController;index;"web Authenticate";D04;crud;à-porter
POST;/settings/transferring-status;transferring-status.store;SlipStatusController;store;"web Authenticate";D04;crud;à-porter
GET;/settings/transferring-status/create;transferring-status.create;SlipStatusController;create;"web Authenticate";D04;vue;abandonné
GET;/settings/transferring-status/{transferring_status};transferring-status.show;SlipStatusController;show;"web Authenticate";D04;crud;à-porter
PUT|PATCH;/settings/transferring-status/{transferring_status};transferring-status.update;SlipStatusController;update;"web Authenticate";D04;crud;à-porter
DELETE;/settings/transferring-status/{transferring_status};transferring-status.destroy;SlipStatusController;destroy;"web Authenticate";D04;crud;à-porter
GET;/settings/transferring-status/{transferring_status}/edit;transferring-status.edit;SlipStatusController;edit;"web Authenticate";D04;vue;abandonné
GET;/communications;communications.index;CommunicationController;index;"web Authenticate";D05;crud;à-porter
POST;/communications/actions/add-to-cart;communications.actions.add-to-cart;CommunicationController;addToCart;"web Authenticate";D05;action;à-porter
POST;/communications/actions/reject;communications.actions.reject;CommunicationController;reject;"web Authenticate";D05;action;à-porter
GET;/communications/actions/return-cancel;communications.actions.return-cancel;CommunicationController;returnCancel;"web Authenticate";D05;action;à-porter
GET;/communications/actions/return-effective;communications.actions.return-effective;CommunicationController;returnEffective;"web Authenticate";D05;action;à-porter
GET;/communications/actions/transmission;communications.actions.transmission;CommunicationController;transmission;"web Authenticate";D05;action;à-porter
GET;/communications/actions/validate;communications.actions.validate;CommunicationController;validateCommunication;"web Authenticate";D05;action;à-porter
GET;/communications/export/excel;communications.export.excel;CommunicationController;export;"web Authenticate";D05;export;à-porter
GET;/communications/export/print;communications.export.print;CommunicationController;print;"web Authenticate";D05;export;à-porter
GET;/communications/transactions;communications.transactions.index;CommunicationController;index;"web Authenticate";D05;crud;à-porter
POST;/communications/transactions;communications.transactions.store;CommunicationController;store;"web Authenticate";D05;crud;à-porter
GET;/communications/transactions/create;communications.transactions.create;CommunicationController;create;"web Authenticate";D05;vue;abandonné
GET;/communications/transactions/{transaction};communications.transactions.show;CommunicationController;show;"web Authenticate";D05;crud;à-porter
PUT|PATCH;/communications/transactions/{transaction};communications.transactions.update;CommunicationController;update;"web Authenticate";D05;crud;à-porter
DELETE;/communications/transactions/{transaction};communications.transactions.destroy;CommunicationController;destroy;"web Authenticate";D05;crud;à-porter
GET;/communications/transactions/{transaction}/edit;communications.transactions.edit;CommunicationController;edit;"web Authenticate";D05;vue;abandonné
POST;/communications/records/return-cancel;communications.records.return-cancel;CommunicationRecordController;returnCancel;"web Authenticate";D05;action;à-porter
POST;/communications/records/return-effective;communications.records.return-effective;CommunicationRecordController;returnEffective;"web Authenticate";D05;action;à-porter
GET;/communications/records/search;communications.records.search;CommunicationRecordController;searchRecords;"web Authenticate";D05;action;à-porter
GET;/communications/{communication}/records;communications.records.index;CommunicationRecordController;index;"web Authenticate";D05;crud;à-porter
POST;/communications/{communication}/records;communications.records.store;CommunicationRecordController;store;"web Authenticate";D05;crud;à-porter
GET;/communications/{communication}/records/create;communications.records.create;CommunicationRecordController;create;"web Authenticate";D05;vue;abandonné
GET;/communications/{communication}/records/{record};communications.records.show;CommunicationRecordController;show;"web Authenticate";D05;crud;à-porter
PUT;/communications/{communication}/records/{record};communications.records.update;CommunicationRecordController;update;"web Authenticate";D05;crud;à-porter
DELETE;/communications/{communication}/records/{record};communications.records.destroy;CommunicationRecordController;destroy;"web Authenticate";D05;crud;à-porter
GET;/communications/{communication}/records/{record}/edit;communications.records.edit;CommunicationRecordController;edit;"web Authenticate";D05;vue;abandonné
GET;/communications/reservations;communications.reservations.index;ReservationController;index;"web Authenticate";D05;crud;à-porter
POST;/communications/reservations;communications.reservations.store;ReservationController;store;"web Authenticate";D05;crud;à-porter
POST;/communications/reservations/actions/approved;communications.reservations.actions.approved;ReservationController;approved;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/approved;communications.reservations.approved.list;ReservationController;listApproved;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/approved-reservations;communications.reservations.approved.reservations;ReservationController;listApprovedReservations;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/create;communications.reservations.create;ReservationController;create;"web Authenticate";D05;vue;abandonné
GET;/communications/reservations/pending;communications.reservations.pending;ReservationController;pending;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/return-available;communications.reservations.return.available;ReservationController;returnAvailable;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/{reservation};communications.reservations.show;ReservationController;show;"web Authenticate";D05;crud;à-porter
PUT;/communications/reservations/{reservation};communications.reservations.update;ReservationController;update;"web Authenticate";D05;crud;à-porter
